Annual Rainfall,Cloud Visibility,January Rainfall,February Rainfall,March Rainfall,April Rainfall,May Rainfall,June Rainfall,July Rainfall,August Rainfall,September Rainfall,October Rainfall,November Rainfall,December Rainfall,Flood
2532.813571606136,,35.90519084803855,22.416970953233815,34.53420850279893,83.57852684137447,323.0823608934368,507.1211253889871,517.6473872136826,599.3417466743638,313.1592581085602,44.46784300150753,19.966468619929643,31.592484560222452,1
2149.632420567428,42.11603089176415,20.877782774387192,15.870411585814555,42.779020866666194,69.71358583558111,172.1758252956606,406.7218948067598,439.0966336598282,643.6664327595751,190.38159899366303,61.13046384249784,45.01846302730905,42.20030711968576,1
2500.2160247920583,30.098728190972093,22.826687656269012,19.610721524752115,29.74438841818141,146.8613607152779,214.986999816378,364.0059689759223,488.9597658848403,610.0880309971934,397.1864803885386,163.7043493096848,22.763804085706102,,1
2633.5134087433457,26.65337956349367,21.57432173678983,44.266327850448846,83.26659272903964,109.84588341010519,150.38865327598918,404.0653674208123,860.4750467910967,531.6579455844949,262.9949514332709,103.19326591927816,49.40057657444116,12.38447601757894,1
2312.203374596032,38.48266758871302,47.246585903613756,31.921914229845964,42.42533610972615,141.75037675246975,147.060849853831,370.4012694388626,633.2080471001641,556.8764162406534,177.002468581014,94.46306616636792,36.17796108900673,33.669083130476515,0
2881.5827473583568,20.12894266802722,23.58589446001963,3.2115762285900096,39.354053927340644,95.95983526160184,417.7378721723953,385.76600837388094,634.083220409449,696.9886850584229,365.9416116139566,194.09756297361966,14.550498466675188,10.305928412404883,1
2206.307450238052,42.45202157213319,5.38975792278382,,21.44108433091993,177.59020523218314,142.4001070002786,371.02903183208565,720.3204252920688,364.90176104404617,164.41954325558638,122.35288621073096,46.70946911588866,43.40181959735746,1
2681.916211836998,24.183413882287603,31.203355058554337,14.008221254313394,45.96300156105963,106.57675273218376,146.34851037626694,674.4604489823039,662.2870658900389,394.0908005716461,369.78364044057736,165.66472270700146,50.986894690968484,20.542797572083952,1
2344.2387816295363,32.16006186891957,23.536457945281473,32.20538918583453,40.319326001640064,171.27128297202546,238.32059494241494,314.19478273578295,437.43415389520527,590.10241938235,269.6521473217166,150.83846645571919,52.74773260017214,23.616028191393905,1
2474.595140071327,52.39877895149043,5.642995870297829,29.379311125466845,16.58738761401476,60.11759342306863,202.50594848698827,415.33165966518754,428.4177510557088,686.8221665670308,399.8153112691848,139.66483767569935,53.9511554817184,36.35902183696097,1
2457.38838853196,23.439577353412965,48.39839920285595,39.85463041242373,23.89898812945207,83.47093294985321,400.68568380875746,223.31302510377384,517.3011445696352,687.8211582045203,228.2667107995835,148.86534789036685,41.126693705293334,14.385673755444634,1
2422.575673070536,30.89726084514269,28.78728779903202,12.579139822242665,37.25485102714368,116.89551588720738,258.058956032322,354.14571186505856,492.1675591875805,361.5788614031832,384.31351327191334,247.36577876396723,70.99448222124501,58.434015789640505,1
2306.9552875039885,45.25620189312704,34.6170249758351,43.20104248441166,1.549781552310583,55.70192865191176,328.3262720997058,260.1149062794306,836.3080038292709,342.6110937251981,207.74664963291136,136.78816250393908,41.73427227140841,18.256149497655166,1
2519.0177061843074,32.61119426193623,7.874590321530868,22.174383008394894,56.21063050375241,106.00755328993472,151.71278966211003,341.85083037497816,726.6773497062741,656.2372830610591,,78.2695485842032,27.787633128192233,24.597422826952915,1
2686.6241739430575,27.77316178718899,37.16154177717133,21.28540833964769,63.81637041154483,133.0775610783321,296.9806523348567,410.8494459287858,637.739466387609,501.26451913531497,220.18054330836227,244.98867288242818,75.60234843222653,43.67764392677825,1
2168.691826006459,39.71546859127929,11.339221563164408,49.03640864329804,36.50489195028085,112.3349037546752,155.23290642775348,438.3242174372298,512.3850389036173,455.9324659718228,312.18711441613254,57.42548793242183,14.480552437518885,13.508616568543822,1
2370.5176457878433,46.502971142861696,45.557893693294304,22.02894474502505,39.548234155165936,81.40909941440951,214.8849808053533,317.20851858980564,570.1630996301724,577.8345763927521,311.40815123147314,113.93390927123252,40.60338295698303,35.93685490217659,1
2654.116735482794,26.301203352406628,12.890052500282533,95.90028490177585,23.28788422549584,28.358232724348188,157.52781090510067,450.5672765570263,923.5624637518854,403.0717407881289,338.34555075620574,61.38169694776451,103.72254425962196,55.50119716515828,1
2576.4240034414806,31.16777308542727,61.45039186617475,22.8468956596681,78.62635552001623,93.56007041317707,194.93717882138012,356.85760378806947,687.3460445010105,536.4164417638176,340.678787390924,54.8614254611458,80.16844086642281,68.67436738967437,1
2634.8890401036856,18.790563497208474,89.90559962857337,76.72562484616718,57.982417795236486,165.83172521340063,274.6648126967717,232.1022916439217,546.356851472013,626.7960564705047,469.9747736563425,59.507261954534805,11.101947312366175,23.939677413853456,1
2252.899556896993,39.74741063124628,23.313605163450276,32.79231775456404,21.11214908536799,90.65139351398963,265.67726543087275,348.1659929813146,473.3969450860954,504.44233074832573,203.75978932133148,234.96723560508624,40.87000959734405,13.750522609251028,0
2468.2664038515913,30.060475482497587,22.88725471207519,20.96043690291836,28.361793346975304,70.60011976563659,104.75075873625235,594.5066572585303,679.4948490356627,564.2963789126977,278.2315224547418,73.6560717499279,24.18639661724793,6.334164358925235,1
2534.6540995412015,29.19802059264648,9.360215305786488,73.97019806138262,65.71525863143465,96.71609076837845,138.01506679290475,296.4612862058496,557.9893843456118,660.6108651757253,507.0450798515068,58.936898734778055,55.43524669309041,14.398508974752769,1
2439.0386721480954,37.21699549018449,25.951438186396487,12.114206751290757,34.427831497922796,59.3569200592774,154.44952602051606,505.45943325919706,602.0151552705227,632.2011758265459,232.4812998729491,142.72762485247162,11.911290908078167,25.942769642927644,1
2731.697391401038,25.929179038013643,4.65417083238544,14.382515496031354,41.172294990096375,143.91039703828145,154.4423006973757,475.0014196283061,836.3653092124814,604.6918161524849,271.4704699165458,131.93764842947962,26.954476641890246,26.714572365679796,1
2093.581757516002,35.26752483320074,32.12408371560268,17.842181947992866,50.46090701895036,76.30066093171752,258.5124244062416,370.5848648027707,326.5606939534374,390.19957104543164,291.72134664228537,213.35009684709212,63.94988097540201,1.9750452290779585,1
2454.339870079333,29.030676627128543,54.33344259948695,39.36486741237094,125.38369232287332,74.86018649015314,138.65222899901408,416.94880919108795,516.4950470949095,679.1478172330183,244.98259434388532,100.96414998637145,20.496185494497798,42.71084891166429,1
2500.562606379326,27.537910739223943,33.89118513882315,81.80062334353488,10.33511137664403,174.03896919509276,211.70714259430147,288.0210337466313,603.5847427340746,628.1066658188445,222.34143445445662,137.2942102984802,93.09192242948046,16.3495652489623,0
1721.3538020428464,61.21093542365556,22.642402047854635,26.094709080409718,73.2340644227107,86.67170248718145,163.6097115217477,298.8958692817622,367.9228126785239,358.3796010192341,,101.41812065328979,13.322430314320737,23.96325521578498,1
2486.532771900718,25.799122228892934,53.77686057071257,20.14613248177316,141.942640006143,95.9153121310605,205.70804222827408,391.3173603471971,581.6635377601878,446.6724556131323,266.86151813430666,201.07630732708304,78.94461364037379,2.507991660474104,1
2359.669584498416,34.46052819096965,12.76013401189192,47.84932376632371,79.93031054181297,128.11407967095084,123.65328079038778,348.7830950872443,664.8716453373612,486.29868583964554,256.4251301627605,97.0019149215903,75.64800030523702,38.333984063209904,1
2366.911087352791,37.36623166064052,31.862280072502386,7.755976215318471,28.51355876712033,146.38767035325102,102.8450153430718,485.1494893327797,322.04093469099183,795.9646875615322,242.0848744139045,133.41786388474955,42.86374137306038,28.024995344508884,1
2377.3330295491596,29.168789427592504,4.353727177506828,28.456916643797317,35.66047764333524,71.90139812701936,142.68128685047688,432.19652474620926,449.19193219047804,677.7402779053217,336.35216426394487,125.96501742876681,69.22216768862245,3.6111388836809755,1
2459.9131806416767,33.327228031473275,36.42397265578774,13.41505673326942,26.812905896957936,44.795528968086195,131.7401911984714,547.6896528456975,665.5284916758119,545.734288903028,239.55350115645442,119.2419702048191,75.2719100953824,13.705710307910795,1
2627.844811199806,30.342318155820415,77.35960933322174,41.36268328725727,27.74373959566436,122.8586846514039,102.22482827608252,399.49946443300945,686.9753394025688,574.5954710164752,350.76114671956475,157.85260277104464,52.33473828967311,34.276503423840005,1
2454.852713271984,34.96393349754669,9.365160085969832,51.44253546697607,39.038902559662,125.98234969328276,264.22912598133826,349.6960464787086,522.5923403210872,477.100316319562,423.6060452087945,75.85419596879117,86.94299161833158,29.002703569479994,1
2568.02242590026,31.97051301517611,46.48783400581953,26.62751561983875,72.18658379419763,72.72036987234833,306.71260464961284,357.35646089419765,838.6601757389924,462.513579882016,264.5029111105056,71.93360687441272,23.986456163918607,24.33432729439979,1
2331.37953420295,33.954396423521395,49.31618164176081,21.080863240422016,18.32010332860491,110.84941309609471,203.42122738997296,470.0793644267725,494.2948323076518,448.2532789347128,234.51857021009917,179.88998933457532,85.85941590299103,15.496294389291766,1
2474.8600734936913,34.247437920852214,39.36879772584259,68.53594630120176,102.08620860946002,69.28233254010794,166.06235765936995,443.47015449031875,639.4075035289198,494.8702521677873,221.73076692940126,111.76347862444673,102.02584535157756,16.256429565257577,1
